x448,x448_mlkem768,mlkem768,x448_hqc192,hqc192
4.24,4.79,4.05,23.7,23.09
3.86,4.28,3.6,22.17,21.2
3.7,4.11,3.37,22.29,21.41
3.58,4.12,3.29,22.1,21.33
3.53,4.04,3.3,22.05,21.25
3.46,4.03,3.21,22.08,21.27
3.45,4.04,3.19,22.14,21.66
3.56,4.06,3.3,21.89,21.31
3.49,4.21,3.19,22.11,21.13
3.41,4.04,3.21,21.89,21.19
3.5,4.11,3.28,22.17,21.37
3.5,4.06,3.21,22.16,21.24
3.51,3.98,3.22,22.46,21.43
3.5,3.96,3.22,22.16,21.1
3.49,4.07,3.21,21.98,21.13
3.45,4.08,3.21,22.31,21.24
3.48,4.06,3.19,22.03,21.19
3.42,4.02,3.11,22.12,21.11
3.5,4.12,3.16,21.89,21.17
3.56,4.01,3.19,22.08,21.1
3.55,4.04,3.23,22.34,21.39
3.47,4.04,3.16,22.14,21.15
3.58,3.99,3.34,22.08,21.45
3.49,4.04,3.2,22.19,21.36
3.52,4.18,3.17,22.13,21.44
3.54,4.12,3.17,22.18,21.42
3.49,4.05,3.17,22.06,21.1
3.5,4.01,3.16,22.26,21.36
3.52,4.07,3.12,22.16,21.32
3.55,3.96,3.18,22.27,21.37
3.48,4.02,3.26,22.17,21.23
3.42,4.05,3.27,22.11,21.31
3.48,4.01,3.16,22.06,21.14
3.46,4.06,3.2,22.06,21.35
3.6,4.12,3.18,22.27,21.38
3.56,4.03,3.24,22.04,21.3
3.56,4.0,3.18,22.85,21.44
3.48,4.01,3.18,22.32,21.39
3.45,4.07,3.25,22.02,21.14
3.56,4.09,3.2,22.32,21.25
3.5,3.99,3.17,22.13,22.47
3.48,3.98,3.23,22.34,22.66
3.52,3.99,3.17,22.19,24.2
3.48,4.07,3.17,22.27,22.28
3.56,4.04,3.22,22.5,24.32
3.56,4.13,3.26,22.1,22.03
3.53,4.01,3.18,22.28,21.87
3.56,4.06,3.19,22.07,21.75
3.46,4.12,3.18,22.25,21.3
3.54,4.05,3.18,22.22,21.27
3.54,3.99,3.25,22.16,21.23
3.58,4.02,3.23,22.23,21.23
3.61,4.1,3.29,22.16,21.09
3.59,4.09,3.24,22.12,21.13
3.52,4.05,3.24,22.23,21.2
3.5,4.1,3.23,22.09,21.36
3.59,4.08,3.18,22.05,21.32
3.46,3.97,3.18,22.3,21.1
3.62,4.04,3.16,22.23,21.37
3.49,4.12,3.16,22.0,21.2
3.55,3.99,3.2,22.25,21.18
3.52,4.05,3.36,22.17,21.15
3.61,4.0,3.29,22.19,21.38
3.51,4.1,3.21,22.14,21.11
3.5,4.05,3.33,22.2,21.38
3.44,4.08,3.18,22.27,21.27
3.56,4.11,3.23,22.22,21.14
3.55,4.01,3.18,22.13,23.11
3.52,4.07,3.33,22.2,21.84
3.61,4.1,3.25,22.31,21.24
3.57,4.03,3.24,22.16,21.32
3.51,4.02,3.16,22.3,21.15
3.44,4.1,3.27,22.21,21.76
3.56,4.03,3.2,22.31,22.28
3.49,4.02,3.23,22.07,23.44
3.41,4.05,3.19,22.2,23.72
3.55,4.09,3.26,22.15,22.91
3.52,4.06,3.17,22.02,25.44
3.53,4.25,3.25,22.18,24.82
3.54,4.23,3.19,22.12,21.82
3.53,4.32,3.29,22.05,21.79
3.47,4.04,3.35,22.04,21.61
3.57,4.1,3.23,22.02,22.01
3.53,4.07,3.2,22.14,21.88
3.55,3.99,3.21,21.95,22.07
3.56,4.13,3.13,22.16,21.83
3.57,4.11,3.2,22.02,21.3
3.58,4.17,3.24,22.41,21.93
3.56,4.09,3.18,22.12,23.76
3.57,4.04,3.25,21.96,24.25
3.51,4.18,3.23,21.96,24.6
3.49,4.03,3.19,21.97,24.3
3.55,4.03,3.26,22.21,24.11
3.46,4.13,3.27,22.05,21.74
3.52,4.07,3.25,22.2,22.08
3.54,4.07,3.17,22.23,21.83
3.46,4.08,3.24,22.41,21.51
3.54,4.09,3.19,22.09,21.74
3.53,4.03,3.33,21.98,21.74
3.49,4.06,3.24,21.99,21.55
3.55,4.13,3.21,22.09,21.43
3.49,4.03,3.29,22.04,21.45
3.57,4.08,3.2,22.03,21.44
3.48,4.07,3.27,22.97,21.41
3.57,4.07,3.24,22.11,21.41
3.49,4.05,3.21,22.18,21.41
3.53,4.07,3.21,21.93,21.56
3.55,4.05,3.26,22.0,21.37
3.54,4.04,3.17,21.99,21.64
3.49,3.98,3.23,22.13,21.4
3.52,4.04,3.16,22.1,21.39
3.56,4.07,3.21,21.98,21.47
3.53,4.07,3.24,22.05,22.16
3.55,4.09,3.17,22.06,21.45
3.53,4.01,3.27,22.06,21.37
3.5,4.13,3.13,22.02,21.35
3.47,4.11,3.21,22.05,21.49
3.53,4.0,3.21,22.17,21.26
3.52,4.25,3.23,21.96,21.29
3.53,4.16,3.24,22.01,21.23
3.51,4.02,3.17,21.83,21.29
3.55,4.16,3.19,22.09,21.45
3.71,4.04,3.22,22.07,21.53
3.56,4.08,3.25,22.04,22.37
3.65,4.1,3.21,22.05,22.27
